object_name,sample_name,obj. ref
ODFM-BA-A-0086-005_Weissella_koreensis_CBA3615,ODFM-BA-A-0086-005_Weissella_koreensis_CBA3615,218406/4240/1
FontanaF_2023__SRR20746947__bin.2,FontanaF_2023__SRR20746947__bin.2,218406/4241/1
CM_UNINA_FFOOD__FFOOD_408__bin.6,CM_UNINA_FFOOD__FFOOD_408__bin.6,218406/4242/1
MortensenS_xxxx__WK014-2-L-48h-02C2_S80__bin.4,MortensenS_xxxx__WK014-2-L-48h-02C2_S80__bin.4,218406/4244/1
MASTER_WP4_TEAGASC_1__TGS06-22__bin.14,MASTER_WP4_TEAGASC_1__TGS06-22__bin.14,218406/4245/1
LeechJ_xxxx__AF93__bin.2,LeechJ_xxxx__AF93__bin.2,218406/4246/1
KharnaiorP_2023__SRR22859379__bin.14,KharnaiorP_2023__SRR22859379__bin.14,218406/4253/1
LimaC_2020__SRR9640344__bin.12,LimaC_2020__SRR9640344__bin.12,218406/4257/1
AlvarezOrdonezA_xxxx__Q07-21__bin.3,AlvarezOrdonezA_xxxx__Q07-21__bin.3,218406/4258/1
FontanaF_2023__SRR20746979__bin.3,FontanaF_2023__SRR20746979__bin.3,218406/4259/1
DeFilippisF_xxxx__DS_66__bin.10,DeFilippisF_xxxx__DS_66__bin.10,218406/4261/1
MASTER_WP4_UNINA_2__A-22__bin.12,MASTER_WP4_UNINA_2__A-22__bin.12,218406/4262/1
PothakosV_2020__ERS2068302__bin.15,PothakosV_2020__ERS2068302__bin.15,218406/4263/1
MAG_417,MAG_417,218406/4265/1
ODFM-BA-A-0052-001_Yarrowia_lipolytica_CBA6003,ODFM-BA-A-0052-001_Yarrowia_lipolytica_CBA6003,218406/4266/1
ODFM-BA-A-0160-001_Vibrio_casei_JB196,ODFM-BA-A-0160-001_Vibrio_casei_JB196,218406/4270/1
MortensenS_xxxx__WK046-2-L-08h-03H9_S91__bin.6,MortensenS_xxxx__WK046-2-L-08h-03H9_S91__bin.6,218406/4271/1
MASTER_WP4_TEAGASC_1__TGS10-27__bin.8,MASTER_WP4_TEAGASC_1__TGS10-27__bin.8,218406/4273/1
MASTER_WP4_UNINA_1__PM012_71775__bin.21,MASTER_WP4_UNINA_1__PM012_71775__bin.21,218406/4276/1
FalardeauJ_2023__SRR20811176__bin.3,FalardeauJ_2023__SRR20811176__bin.3,218406/4278/1
WalshL_xxxx__F4__bin.2,WalshL_xxxx__F4__bin.2,218406/4279/1
MAG_446,MAG_446,218406/4282/1
FontanaF_2023__SRR20746930__bin.6,FontanaF_2023__SRR20746930__bin.6,218406/4286/1
MASTER_WP4_FFoQSI_3__VB14-26__bin.4,MASTER_WP4_FFoQSI_3__VB14-26__bin.4,218406/4288/1
MASTER_WP4_UNINA_1__MO005_73417__bin.9,MASTER_WP4_UNINA_1__MO005_73417__bin.9,218406/4289/1
MASTER_WP4_TEAGASC_1__TGS11-22__bin.20,MASTER_WP4_TEAGASC_1__TGS11-22__bin.20,218406/4290/1
DeFilippisF_xxxx__DF_88__bin.10,DeFilippisF_xxxx__DF_88__bin.10,218406/4292/1
MASTER_WP4_FFoQSI_3__VB13-29__bin.48,MASTER_WP4_FFoQSI_3__VB13-29__bin.48,218406/4295/1
YouL_2022__SRR13308524__bin.34,YouL_2022__SRR13308524__bin.34,218406/4296/1
MAG_601,MAG_601,218406/4297/1
MAG_590,MAG_590,218406/4298/1
MASTER_WP4_UNINA_1__GR001_73417__bin.3,MASTER_WP4_UNINA_1__GR001_73417__bin.3,218406/4301/1
FontanaF_2023__SRR20746823__bin.4,FontanaF_2023__SRR20746823__bin.4,218406/4303/1
MAG_58,MAG_58,218406/4307/1
LeechJ_xxxx__AF46__bin.5,LeechJ_xxxx__AF46__bin.5,218406/4308/1
MASTER_WP4_FFoQSI_1__VB-16-M16__bin.15,MASTER_WP4_FFoQSI_1__VB-16-M16__bin.15,218406/4310/1
KumarJ_2019__SRS4562500__bin.25,KumarJ_2019__SRS4562500__bin.25,218406/4315/1
WalshAM_2016__ERS1354646__bin.1,WalshAM_2016__ERS1354646__bin.1,218406/4316/1
LandisEA_2021__SRS5653152__bin.4,LandisEA_2021__SRS5653152__bin.4,218406/4317/1
MASTER_WP4_TEAGASC_1__TGS13-22__bin.32,MASTER_WP4_TEAGASC_1__TGS13-22__bin.32,218406/4319/1
LeechJ_xxxx__AF78__bin.4,LeechJ_xxxx__AF78__bin.4,218406/4320/1
AlvarezOrdonezA_xxxx__Q04-30__bin.11,AlvarezOrdonezA_xxxx__Q04-30__bin.11,218406/4321/1
MASTER_WP4_FFoQSI_1__VB-09-M7__bin.39,MASTER_WP4_FFoQSI_1__VB-09-M7__bin.39,218406/4323/1
LeechJ_2020__ERS3967691__bin.13,LeechJ_2020__ERS3967691__bin.13,218406/4326/1
MASTER_WP4_CSIC_2__P2517__bin.2,MASTER_WP4_CSIC_2__P2517__bin.2,218406/4328/1
LeechJ_2020__ERS3967707__bin.10,LeechJ_2020__ERS3967707__bin.10,218406/4331/1
MASTER_WP4_CSIC_2__P2619__bin.31,MASTER_WP4_CSIC_2__P2619__bin.31,218406/4332/1
MAG_481,MAG_481,218406/4333/1
LeechJ_xxxx__AF57__bin.6,LeechJ_xxxx__AF57__bin.6,218406/4335/1
MASTER_WP4_TEAGASC_1__TGS11-22__bin.14,MASTER_WP4_TEAGASC_1__TGS11-22__bin.14,218406/4337/1
MAG_532,MAG_532,218406/4341/1
MAG_472,MAG_472,218406/4343/1
FalardeauJ_2023__SRR20811224__bin.5,FalardeauJ_2023__SRR20811224__bin.5,218406/4344/1
MASTER_WP4_TEAGASC_1__TGS11-30__bin.13,MASTER_WP4_TEAGASC_1__TGS11-30__bin.13,218406/4346/1
CM_UNINA_FFOOD__FFOOD_388__bin.4,CM_UNINA_FFOOD__FFOOD_388__bin.4,218406/4349/1
MortensenS_xxxx__WK010-1-L-08h-02A1_S61__bin.8,MortensenS_xxxx__WK010-1-L-08h-02A1_S61__bin.8,218406/4351/1
MAG_423,MAG_423,218406/4353/1
ZhaoCC_2020__SRS5803193__bin.14,ZhaoCC_2020__SRS5803193__bin.14,218406/4354/1
MASTER_WP4_TEAGASC_1__TGS13-29__bin.10,MASTER_WP4_TEAGASC_1__TGS13-29__bin.10,218406/4355/1
MASTER_WP4_UNINA_2__H-30__bin.3,MASTER_WP4_UNINA_2__H-30__bin.3,218406/4359/1
MAG_433,MAG_433,218406/4361/1
LeechJ_2020__ERS3967715__bin.5,LeechJ_2020__ERS3967715__bin.5,218406/4362/1
MortensenS_xxxx__WK001-1-L-08h-01F1_S25__bin.5,MortensenS_xxxx__WK001-1-L-08h-01F1_S25__bin.5,218406/4364/1
MortensenS_xxxx__WK021-2-G-48h-01E6_S21__bin.6,MortensenS_xxxx__WK021-2-G-48h-01E6_S21__bin.6,218406/4366/1
WolfeBE_2014__319_Tarentaise__bin.6,WolfeBE_2014__319_Tarentaise__bin.6,218406/4369/1
MotaGutierrezJ_2021__SRR11602143__bin.12,MotaGutierrezJ_2021__SRR11602143__bin.12,218406/4370/1
MASTER_WP4_UNINA_1__PB007_73417__bin.10,MASTER_WP4_UNINA_1__PB007_73417__bin.10,218406/4371/1
MAG_462,MAG_462,218406/4375/1
C-R14.bin.5,C-R14.bin.5,218406/4377/1
MASTER_WP4_UNINA_1__PU010_71775__bin.37,MASTER_WP4_UNINA_1__PU010_71775__bin.37,218406/4379/1
DeRoosJ_2020__B3D__bin.2,DeRoosJ_2020__B3D__bin.2,218406/4380/1
MortensenS_xxxx__WK031-1-L-08h-03B1_S29__bin.4,MortensenS_xxxx__WK031-1-L-08h-03B1_S29__bin.4,218406/4383/1
AlvarezOrdonezA_xxxx__Q07-29__bin.11,AlvarezOrdonezA_xxxx__Q07-29__bin.11,218406/4385/1
MAG_19,MAG_19,218406/4386/1
MAG_491,MAG_491,218406/4387/1
BertuzziAS_2018__ERS2032119__bin.1,BertuzziAS_2018__ERS2032119__bin.1,218406/4389/1
LimaC_2020__SRR9640346__bin.18,LimaC_2020__SRR9640346__bin.18,218406/4393/1
MAG_640,MAG_640,218406/4394/1
AlvarezOrdonezA_xxxx__Q04-21__bin.21,AlvarezOrdonezA_xxxx__Q04-21__bin.21,218406/4396/1
LiZ_2019__SRS3379169__bin.4,LiZ_2019__SRS3379169__bin.4,218406/4399/1
MilaniC_2019__SRS3591582__bin.4,MilaniC_2019__SRS3591582__bin.4,218406/4400/1
FontanaF_2023__SRR20746869__bin.7,FontanaF_2023__SRR20746869__bin.7,218406/4403/1
MAG_580,MAG_580,218406/4405/1
MAG_611,MAG_611,218406/4406/1
MortensenS_xxxx__WK006-1-L-48h-01H4_S46__bin.8,MortensenS_xxxx__WK006-1-L-48h-01H4_S46__bin.8,218406/4409/1
MASTER_WP4_UNINA_1__FO007_71775__bin.52,MASTER_WP4_UNINA_1__FO007_71775__bin.52,218406/4411/1
MASTER_WP4_UNINA_1__GO011_71775__bin.7,MASTER_WP4_UNINA_1__GO011_71775__bin.7,218406/4413/1
FontanaF_2023__SRR20746831__bin.1,FontanaF_2023__SRR20746831__bin.1,218406/4414/1
AlvarezOrdonezA_xxxx__Q07-22__bin.5,AlvarezOrdonezA_xxxx__Q07-22__bin.5,218406/4416/1
AlvarezOrdonezA_xxxx__Q05-27__bin.5,AlvarezOrdonezA_xxxx__Q05-27__bin.5,218406/4417/1
LeechJ_xxxx__AF25__bin.19,LeechJ_xxxx__AF25__bin.19,218406/4419/1
MagliuloR_2024__SRR28235352__bin.11,MagliuloR_2024__SRR28235352__bin.11,218406/4422/1
LeechJ_xxxx__AF67__bin.5,LeechJ_xxxx__AF67__bin.5,218406/4425/1
MAG_456,MAG_456,218406/4427/1
EBC_088.16,EBC_088.16,218406/4430/1
MortensenS_xxxx__WK062-2-L-08h-04I5_S48__bin.7,MortensenS_xxxx__WK062-2-L-08h-04I5_S48__bin.7,218406/4431/1
AlvarezOrdonezA_xxxx__Q04-29__bin.10,AlvarezOrdonezA_xxxx__Q04-29__bin.10,218406/4432/1
YasirM_2022__SRR18335007__bin.3,YasirM_2022__SRR18335007__bin.3,218406/4433/1
MASTER_WP4_FFoQSI_3__VB13-30__bin.18,MASTER_WP4_FFoQSI_3__VB13-30__bin.18,218406/4437/1
MAG_547,MAG_547,218406/4438/1
AlvarezOrdonezA_xxxx__Q08-28__bin.6,AlvarezOrdonezA_xxxx__Q08-28__bin.6,218406/4440/1
AlvarezOrdonezA_xxxx__Q01-29__bin.1,AlvarezOrdonezA_xxxx__Q01-29__bin.1,218406/4443/1
DeFilippisF_xxxx__DF_94__bin.4,DeFilippisF_xxxx__DF_94__bin.4,218406/4445/1
MASTER_WP4_FFoQSI_3__VB07-30__bin.19,MASTER_WP4_FFoQSI_3__VB07-30__bin.19,218406/4446/1
MASTER_WP4_FFoQSI_2__VB15-25__bin.4,MASTER_WP4_FFoQSI_2__VB15-25__bin.4,218406/4447/1
MAG_407,MAG_407,218406/4448/1
MASTER_WP4_FFoQSI_1__VB-15-M12__bin.17,MASTER_WP4_FFoQSI_1__VB-15-M12__bin.17,218406/4455/1
LeechJ_2020__ERS3967740__bin.7,LeechJ_2020__ERS3967740__bin.7,218406/4457/1
CM_UNINA_FFOOD__FFOOD_424__bin.2,CM_UNINA_FFOOD__FFOOD_424__bin.2,218406/4459/1
OlgaP_2019__SRR11909888__bin.7,OlgaP_2019__SRR11909888__bin.7,218406/4460/1
LandisEA_2021__SRS5653283__bin.1,LandisEA_2021__SRS5653283__bin.1,218406/4462/1
CM_UNINA_FFOOD__FFOOD_418__bin.12,CM_UNINA_FFOOD__FFOOD_418__bin.12,218406/4463/1
MASTER_WP4_UNINA_2__V-23.1__bin.9,MASTER_WP4_UNINA_2__V-23.1__bin.9,218406/4464/1
MASTER_WP4_UNINA_1__FO007_71775__bin.37,MASTER_WP4_UNINA_1__FO007_71775__bin.37,218406/4466/1
DuruIC_2018__ERS2061101__bin.3,DuruIC_2018__ERS2061101__bin.3,218406/4467/1
MASTER_WP4_FFoQSI_3__VB14-25__bin.2,MASTER_WP4_FFoQSI_3__VB14-25__bin.2,218406/4468/1
WalshAM_2016__ERS1354648__bin.3,WalshAM_2016__ERS1354648__bin.3,218406/4469/1
MASTER_WP4_FFoQSI_1__RC17-F-AR__bin.47,MASTER_WP4_FFoQSI_1__RC17-F-AR__bin.47,218406/4470/1
CM_UNINA_FFOOD__FFOOD_397__bin.5,CM_UNINA_FFOOD__FFOOD_397__bin.5,218406/4473/1
YulandiA_2020__SRS6115053__bin.26,YulandiA_2020__SRS6115053__bin.26,218406/4481/1
WolfeBE_2014__771_Tarentaise__bin.5,WolfeBE_2014__771_Tarentaise__bin.5,218406/4482/1
MASTER_WP4_CSIC_1__P2134_73322__bin.18,MASTER_WP4_CSIC_1__P2134_73322__bin.18,218406/4483/1
G_011_1B_oryzifermentans_assembly,G_011_1B_oryzifermentans_assembly,218406/4484/1
DeFilippisF_xxxx__DS_112__bin.21,DeFilippisF_xxxx__DS_112__bin.21,218406/4485/1
MortensenS_xxxx__WK008-2-G-48h-01D2_S8__bin.2,MortensenS_xxxx__WK008-2-G-48h-01D2_S8__bin.2,218406/4486/1
CM_UNINA_FFOOD__FFOOD_312__bin.3,CM_UNINA_FFOOD__FFOOD_312__bin.3,218406/4487/1
AlvarezOrdonezA_xxxx__Q06-30__bin.5,AlvarezOrdonezA_xxxx__Q06-30__bin.5,218406/4488/1
MASTER_WP4_CSIC_2__P2558__bin.22,MASTER_WP4_CSIC_2__P2558__bin.22,218406/4496/1
MASTER_WP4_CSIC_1__P2248_73323__bin.5,MASTER_WP4_CSIC_1__P2248_73323__bin.5,218406/4499/1
MortensenS_xxxx__WK055-2-G-48h-05G7_S113__bin.1,MortensenS_xxxx__WK055-2-G-48h-05G7_S113__bin.1,218406/4500/1
MortensenS_xxxx__WK006-2-L-48h-01H6_S48__bin.5,MortensenS_xxxx__WK006-2-L-48h-01H6_S48__bin.5,218406/4501/1
AlvarezOrdonezA_xxxx__Q07-27__bin.6,AlvarezOrdonezA_xxxx__Q07-27__bin.6,218406/4502/1
MASTER_WP4_TEAGASC_1__TGS15-30__bin.13,MASTER_WP4_TEAGASC_1__TGS15-30__bin.13,218406/4504/1
LeechJ_2020__ERS3967722__bin.9,LeechJ_2020__ERS3967722__bin.9,218406/4505/1
MortensenS_xxxx__WK026-1-L-48h-02H9_S10__bin.6,MortensenS_xxxx__WK026-1-L-48h-02H9_S10__bin.6,218406/4506/1
MacoriG_2019__CS_R4__bin.7,MacoriG_2019__CS_R4__bin.7,218406/4508/1
MASTER_WP4_CSIC_2__P2586__bin.19,MASTER_WP4_CSIC_2__P2586__bin.19,218406/4510/1
YangC_2021__SRR13259378__bin.4,YangC_2021__SRR13259378__bin.4,218406/4514/1
MASTER_WP4_UNINA_1__AS001_71775__bin.7,MASTER_WP4_UNINA_1__AS001_71775__bin.7,218406/4515/1
We2_bin.full.21,We2_bin.full.21,218406/4519/1
MortensenS_xxxx__WK029-1-L-48h-03A3_S22__bin.5,MortensenS_xxxx__WK029-1-L-48h-03A3_S22__bin.5,218406/4520/1
MASTER_WP4_CSIC_2__P2517__bin.14,MASTER_WP4_CSIC_2__P2517__bin.14,218406/4522/1
LeechJ_xxxx__AF43__bin.11,LeechJ_xxxx__AF43__bin.11,218406/4523/1
MotaGutierrezJ_2021__SRR11602143__bin.8,MotaGutierrezJ_2021__SRR11602143__bin.8,218406/4525/1
MAG_198,MAG_198,218406/4526/1
MAG_349,MAG_349,218406/4530/1
MASTER_WP4_UNINA_1__GR012_71775__bin.6,MASTER_WP4_UNINA_1__GR012_71775__bin.6,218406/4531/1
LeechJ_xxxx__AF15__bin.2,LeechJ_xxxx__AF15__bin.2,218406/4534/1
LeechJ_2020__ERS3967745__bin.4,LeechJ_2020__ERS3967745__bin.4,218406/4537/1
MASTER_WP4_UNINA_1__FI109_71775__bin.6,MASTER_WP4_UNINA_1__FI109_71775__bin.6,218406/4538/1
KastmanEK_2016__CSB409__bin.2,KastmanEK_2016__CSB409__bin.2,218406/4540/1
MASTER_WP4_UNINA_2__T-22__bin.22,MASTER_WP4_UNINA_2__T-22__bin.22,218406/4542/1
MAG_318,MAG_318,218406/4543/1
FalardeauJ_2023__SRR20811276__bin.8,FalardeauJ_2023__SRR20811276__bin.8,218406/4546/1
MASTER_WP4_TEAGASC_1__TGS08-29__bin.19,MASTER_WP4_TEAGASC_1__TGS08-29__bin.19,218406/4548/1
AlvarezOrdonezA_xxxx__Q04-29__bin.2,AlvarezOrdonezA_xxxx__Q04-29__bin.2,218406/4550/1
MortensenS_xxxx__WK050-2-G-48h-04D2_S129__bin.1,MortensenS_xxxx__WK050-2-G-48h-04D2_S129__bin.1,218406/4552/1
MASTER_WP4_UNINA_1__PU007_71775__bin.15,MASTER_WP4_UNINA_1__PU007_71775__bin.15,218406/4555/1
MortensenS_xxxx__WK048-2-G-48h-04C6_S124__bin.5,MortensenS_xxxx__WK048-2-G-48h-04C6_S124__bin.5,218406/4556/1
MASTER_WP4_TEAGASC_1__TGS15-30__bin.27,MASTER_WP4_TEAGASC_1__TGS15-30__bin.27,218406/4559/1
LeechJ_xxxx__AF29__bin.14,LeechJ_xxxx__AF29__bin.14,218406/4561/1
MASTER_WP4_FFoQSI_1__KM-2G__bin.45,MASTER_WP4_FFoQSI_1__KM-2G__bin.45,218406/4563/1
CM_UNINA_FFOOD__FFOOD_338__bin.20,CM_UNINA_FFOOD__FFOOD_338__bin.20,218406/4564/1
We2_bin.full.44,We2_bin.full.44,218406/4565/1
MASTER_WP4_UNINA_2__I-25__bin.10,MASTER_WP4_UNINA_2__I-25__bin.10,218406/4568/1
MASTER_WP4_UNINA_1__PU007_71775__bin.44,MASTER_WP4_UNINA_1__PU007_71775__bin.44,218406/4569/1
MortensenS_xxxx__WK005-1-L-48h-01G9_S42__bin.6,MortensenS_xxxx__WK005-1-L-48h-01G9_S42__bin.6,218406/4571/1
LiZ_2018__SRS2920553__bin.2,LiZ_2018__SRS2920553__bin.2,218406/4572/1
LiZ_2018__SRS2920550__bin.32,LiZ_2018__SRS2920550__bin.32,218406/4575/1
MASTER_WP4_CSIC_2__P2614__bin.11,MASTER_WP4_CSIC_2__P2614__bin.11,218406/4578/1
FontanaF_2023__SRR20746834__bin.2,FontanaF_2023__SRR20746834__bin.2,218406/4580/1
MASTER_WP4_UNINA_1__PA011_73417__bin.1,MASTER_WP4_UNINA_1__PA011_73417__bin.1,218406/4584/1
WalshL_xxxx__H9__bin.1,WalshL_xxxx__H9__bin.1,218406/4585/1
MASTER_WP4_UNINA_2__T-22__bin.16,MASTER_WP4_UNINA_2__T-22__bin.16,218406/4587/1
AlvarezOrdonezA_xxxx__Q08-30__bin.8,AlvarezOrdonezA_xxxx__Q08-30__bin.8,218406/4588/1
MortensenS_xxxx__WK030-2-L-48h-03A9_S28__bin.1,MortensenS_xxxx__WK030-2-L-48h-03A9_S28__bin.1,218406/4590/1
AlvarezOrdonezA_xxxx__C06-18__bin.11,AlvarezOrdonezA_xxxx__C06-18__bin.11,218406/4593/1
AlvarezOrdonezA_xxxx__C08-18__bin.7,AlvarezOrdonezA_xxxx__C08-18__bin.7,218406/4594/1
CM_UNINA_FFOOD__FFOOD_290__bin.7,CM_UNINA_FFOOD__FFOOD_290__bin.7,218406/4595/1
FontanaF_2023__SRR20746852__bin.5,FontanaF_2023__SRR20746852__bin.5,218406/4597/1
MASTER_WP4_TEAGASC_1__TGS01-28__bin.6,MASTER_WP4_TEAGASC_1__TGS01-28__bin.6,218406/4598/1
LeechJ_2020__ERS3967701__bin.5,LeechJ_2020__ERS3967701__bin.5,218406/4604/1
MASTER_WP4_TEAGASC_1__TGS08-29__bin.1,MASTER_WP4_TEAGASC_1__TGS08-29__bin.1,218406/4605/1
We2_bin.full.36,We2_bin.full.36,218406/4606/1
MortensenS_xxxx__WK062-2-L-48h-04I6_S49__bin.5,MortensenS_xxxx__WK062-2-L-48h-04I6_S49__bin.5,218406/4608/1
FontanaF_2023__SRR20746884__bin.3,FontanaF_2023__SRR20746884__bin.3,218406/4609/1
MASTER_WP4_CSIC_2__P2628__bin.10,MASTER_WP4_CSIC_2__P2628__bin.10,218406/4611/1
MASTER_WP4_UNINA_1__TO013_71775__bin.12,MASTER_WP4_UNINA_1__TO013_71775__bin.12,218406/4612/1
YasirM_2022__SRR18334997__bin.9,YasirM_2022__SRR18334997__bin.9,218406/4614/1
DeFilippisF_xxxx__DS_111__bin.11,DeFilippisF_xxxx__DS_111__bin.11,218406/4615/1
MASTER_WP4_CSIC_1__P2137_73322__bin.39,MASTER_WP4_CSIC_1__P2137_73322__bin.39,218406/4623/1
CM_UNINA_FFOOD__FFOOD_260__bin.12,CM_UNINA_FFOOD__FFOOD_260__bin.12,218406/4625/1
YasirM_2022__SRR18335010__bin.2,YasirM_2022__SRR18335010__bin.2,218406/4626/1
MortensenS_xxxx__WK011-2-L-48h-02A8_S68__bin.4,MortensenS_xxxx__WK011-2-L-48h-02A8_S68__bin.4,218406/4627/1
PfeferT_xxxx__SRS2870590__bin.3,PfeferT_xxxx__SRS2870590__bin.3,218406/4628/1
AlvarezOrdonezA_xxxx__Q01-22__bin.12,AlvarezOrdonezA_xxxx__Q01-22__bin.12,218406/4629/1
WalshL_xxxx__H3_S87__bin.5,WalshL_xxxx__H3_S87__bin.5,218406/4630/1
LeechJ_2020__ERS3967690__bin.9,LeechJ_2020__ERS3967690__bin.9,218406/4631/1
AlvarezOrdonezA_xxxx__F02-18__bin.4,AlvarezOrdonezA_xxxx__F02-18__bin.4,218406/4633/1
EBC_040.8,EBC_040.8,218406/4634/1
MASTER_WP4_FFoQSI_3__VB09-30__bin.60,MASTER_WP4_FFoQSI_3__VB09-30__bin.60,218406/4644/1
MASTER_WP4_FFoQSI_3__VB14-22__bin.19,MASTER_WP4_FFoQSI_3__VB14-22__bin.19,218406/4645/1
YasirM_2022__SRR18335001__bin.1,YasirM_2022__SRR18335001__bin.1,218406/4646/1
WolfeBE_2014__917_Abondance__bin.1,WolfeBE_2014__917_Abondance__bin.1,218406/4647/1
MASTER_WP4_FFoQSI_1__VB-09-M8__bin.14,MASTER_WP4_FFoQSI_1__VB-09-M8__bin.14,218406/4649/1
MASTER_WP4_FFoQSI_1__VB-14-AD__bin.24,MASTER_WP4_FFoQSI_1__VB-14-AD__bin.24,218406/4650/1
MASTER_WP4_UNINA_1__PR003_71775__bin.5,MASTER_WP4_UNINA_1__PR003_71775__bin.5,218406/4651/1
LiZ_2018__SRS2920551__bin.18,LiZ_2018__SRS2920551__bin.18,218406/4653/1
MortensenS_xxxx__WK024-1-L-08h-02G6_S120__bin.5,MortensenS_xxxx__WK024-1-L-08h-02G6_S120__bin.5,218406/4654/1
SternesPR_2017__T2D3_A_shotgun__bin.4,SternesPR_2017__T2D3_A_shotgun__bin.4,218406/4655/1
YouL_2022__SRR13308523__bin.1,YouL_2022__SRR13308523__bin.1,218406/4660/1
PatroJN_2016__SRS1044735__bin.10,PatroJN_2016__SRS1044735__bin.10,218406/4665/1
WolfeBE_2014__340_Comte__bin.3,WolfeBE_2014__340_Comte__bin.3,218406/4666/1
MAG_119,MAG_119,218406/4668/1
LeechJ_xxxx__AF34__bin.5,LeechJ_xxxx__AF34__bin.5,218406/4669/1
KumarJ_2019__SRS4562503__bin.8,KumarJ_2019__SRS4562503__bin.8,218406/4670/1
We2_bin.full.53,We2_bin.full.53,218406/4671/1
CM_UNINA_FFOOD__FFOOD_322__bin.7,CM_UNINA_FFOOD__FFOOD_322__bin.7,218406/4672/1
WalshAM_2020__ERS3466748__bin.3,WalshAM_2020__ERS3466748__bin.3,218406/4674/1
DeFilippisF_xxxx__DF_85__bin.13,DeFilippisF_xxxx__DF_85__bin.13,218406/4675/1
LeechJ_2020__ERS3967702__bin.4,LeechJ_2020__ERS3967702__bin.4,218406/4681/1
MASTER_WP4_CSIC_1__P2143_73322__bin.12,MASTER_WP4_CSIC_1__P2143_73322__bin.12,218406/4685/1
FalardeauJ_2023__SRR20811279__bin.7,FalardeauJ_2023__SRR20811279__bin.7,218406/4686/1
MASTER_WP4_TEAGASC_1__TGS15-30__bin.30,MASTER_WP4_TEAGASC_1__TGS15-30__bin.30,218406/4687/1
CM_INJERA__injera_E1__bin.17,CM_INJERA__injera_E1__bin.17,218406/4688/1
MAG_148,MAG_148,218406/4689/1
AlvarezOrdonezA_xxxx__Q03-27__bin.7,AlvarezOrdonezA_xxxx__Q03-27__bin.7,218406/4690/1
MAG_399,MAG_399,218406/4691/1
MASTER_WP4_FFoQSI_1__KM-2D__bin.24,MASTER_WP4_FFoQSI_1__KM-2D__bin.24,218406/4692/1
MASTER_WP4_UNINA_2__I-22__bin.4,MASTER_WP4_UNINA_2__I-22__bin.4,218406/4696/1
LeechJ_xxxx__AF53__bin.8,LeechJ_xxxx__AF53__bin.8,218406/4704/1
CM_UNINA_FFOOD__FFOOD_333__bin.4,CM_UNINA_FFOOD__FFOOD_333__bin.4,218406/4705/1
DeFilippisF_xxxx__DF_104__bin.3,DeFilippisF_xxxx__DF_104__bin.3,218406/4706/1
MotaGutierrezJ_2021__SRR11602145__bin.17,MotaGutierrezJ_2021__SRR11602145__bin.17,218406/4707/1
MortensenS_xxxx__WK017-2-L-08h-02D4_S91__bin.1,MortensenS_xxxx__WK017-2-L-08h-02D4_S91__bin.1,218406/4708/1
LeechJ_xxxx__AF25__bin.6,LeechJ_xxxx__AF25__bin.6,218406/4709/1
MASTER_WP4_UNINA_2__U-22__bin.12,MASTER_WP4_UNINA_2__U-22__bin.12,218406/4712/1
MortensenS_xxxx__WK069-1-L-48h-05C9_S79__bin.6,MortensenS_xxxx__WK069-1-L-48h-05C9_S79__bin.6,218406/4714/1
MortensenS_xxxx__WK022-2-L-48h-02G1_S115__bin.10,MortensenS_xxxx__WK022-2-L-48h-02G1_S115__bin.10,218406/4715/1
MortensenS_xxxx__WK041-1-L-48h-03F6_S70__bin.3,MortensenS_xxxx__WK041-1-L-48h-03F6_S70__bin.3,218406/4717/1
MortensenS_xxxx__WK037-1-L-48h-03D8_S54__bin.3,MortensenS_xxxx__WK037-1-L-48h-03D8_S54__bin.3,218406/4719/1
FontanaF_2023__SRR20746818__bin.1,FontanaF_2023__SRR20746818__bin.1,218406/4722/1
MortensenS_xxxx__WK001-2-L-48h-01F4_S28__bin.6,MortensenS_xxxx__WK001-2-L-48h-01F4_S28__bin.6,218406/4723/1
MortensenS_xxxx__WK056-1-L-48h-04F7_S23__bin.9,MortensenS_xxxx__WK056-1-L-48h-04F7_S23__bin.9,218406/4725/1
MASTER_WP4_UNINA_1__GR211_71775__bin.2,MASTER_WP4_UNINA_1__GR211_71775__bin.2,218406/4729/1
CM_UNINA_FFOOD__FFOOD_411__bin.5,CM_UNINA_FFOOD__FFOOD_411__bin.5,218406/4730/1
MotaGutierrezJ_2021__SRR11602156__bin.19,MotaGutierrezJ_2021__SRR11602156__bin.19,218406/4731/1
LeechJ_xxxx__AF10__bin.14,LeechJ_xxxx__AF10__bin.14,218406/4736/1
MASTER_WP4_CSIC_2__P2574__bin.1,MASTER_WP4_CSIC_2__P2574__bin.1,218406/4737/1
AlvarezOrdonezA_xxxx__C02-19__bin.1,AlvarezOrdonezA_xxxx__C02-19__bin.1,218406/4740/1
DeFilippisF_xxxx__DF_30__bin.10,DeFilippisF_xxxx__DF_30__bin.10,218406/4741/1
MASTER_WP4_TEAGASC_1__TGS11-22__bin.13,MASTER_WP4_TEAGASC_1__TGS11-22__bin.13,218406/4742/1
MASTER_WP4_CSIC_2__P2587__bin.9,MASTER_WP4_CSIC_2__P2587__bin.9,218406/4743/1
MASTER_WP4_CSIC_2__P2560__bin.1,MASTER_WP4_CSIC_2__P2560__bin.1,218406/4744/1
